ID_POST,Sentiment,Count,positive,negative,neutre
110443648988755_1188191611213948,neutre,2,0,2,0
110443648988755_1192145704151872,negative,0,0,2,0
110443648988755_1192145704151872,positive,0,0,2,0
110443648988755_1192145704151872,neutre,2,0,2,0
110443648988755_1192982247401551,negative,2,2,2,6
110443648988755_1192982247401551,positive,6,2,2,6
110443648988755_1192982247401551,neutre,2,2,2,6
110443648988755_1193906950642414,negative,0,0,1,0
110443648988755_1193906950642414,positive,0,0,1,0
110443648988755_1193906950642414,neutre,1,0,1,0
110443648988755_1193908313975611,negative,0,0,1,2
110443648988755_1193908313975611,positive,2,0,1,2
110443648988755_1193908313975611,neutre,1,0,1,2
110443648988755_1193908840642225,negative,0,0,0,2
110443648988755_1193908840642225,positive,2,0,0,2
110443648988755_1193908840642225,neutre,0,0,0,2
110443648988755_1193909100642199,negative,0,0,1,1
110443648988755_1193909100642199,positive,1,0,1,1
110443648988755_1193909100642199,neutre,1,0,1,1
110443648988755_1193931923973250,negative,1,1,6,5
110443648988755_1193931923973250,positive,5,1,6,5
110443648988755_1193931923973250,neutre,6,1,6,5
110443648988755_1194534020579707,negative,0,0,1,0
110443648988755_1194534020579707,positive,0,0,1,0
110443648988755_1194534020579707,neutre,1,0,1,0
110443648988755_1194729633893479,negative,0,0,4,0
110443648988755_1194729633893479,positive,0,0,4,0
110443648988755_1194729633893479,neutre,4,0,4,0
110443648988755_1195247310508378,negative,0,0,1,0
110443648988755_1195247310508378,positive,0,0,1,0
110443648988755_1195247310508378,neutre,1,0,1,0
110443648988755_1195249470508162,negative,0,0,1,1
110443648988755_1195249470508162,positive,1,0,1,1
110443648988755_1195249470508162,neutre,1,0,1,1
110443648988755_1196691930363916,negative,1,1,2,0
110443648988755_1196691930363916,positive,0,1,2,0
110443648988755_1196691930363916,neutre,2,1,2,0
110443648988755_1196721553694287,negative,1,1,6,1
110443648988755_1196721553694287,positive,1,1,6,1
110443648988755_1196721553694287,neutre,6,1,6,1
110443648988755_1196767770356332,negative,1,1,1,1
110443648988755_1196767770356332,positive,1,1,1,1
110443648988755_1196767770356332,neutre,1,1,1,1
110443648988755_1197182143648228,negative,1,1,1,0
110443648988755_1197182143648228,positive,0,1,1,0
110443648988755_1197182143648228,neutre,1,1,1,0
110443648988755_1197401993626243,negative,0,0,0,1
110443648988755_1197401993626243,positive,1,0,0,1
110443648988755_1197401993626243,neutre,0,0,0,1
110443648988755_1197868436912932,negative,0,0,1,0
110443648988755_1197868436912932,positive,0,0,1,0
110443648988755_1197868436912932,neutre,1,0,1,0
110443648988755_1197883043578138,negative,0,0,1,2
110443648988755_1197883043578138,positive,2,0,1,2
110443648988755_1197883043578138,neutre,1,0,1,2
110443648988755_1197885820244527,negative,1,1,0,0
110443648988755_1197885820244527,positive,0,1,0,0
110443648988755_1197885820244527,neutre,0,1,0,0
110443648988755_1197888586910917,negative,0,0,1,2
110443648988755_1197888586910917,positive,2,0,1,2
110443648988755_1197888586910917,neutre,1,0,1,2
110443648988755_1197891483577294,negative,1,1,1,0
110443648988755_1197891483577294,positive,0,1,1,0
110443648988755_1197891483577294,neutre,1,1,1,0
110443648988755_1198475313518911,negative,0,0,3,0
110443648988755_1198475313518911,positive,0,0,3,0
110443648988755_1198475313518911,neutre,3,0,3,0
110443648988755_1198623273504115,negative,1,1,1,1
110443648988755_1198623273504115,positive,1,1,1,1
110443648988755_1198623273504115,neutre,1,1,1,1
110443648988755_1199324413434001,negative,1,1,5,10
110443648988755_1199324413434001,positive,10,1,5,10
110443648988755_1199324413434001,neutre,5,1,5,10
110443648988755_1201747156525060,negative,1,1,3,2
110443648988755_1201747156525060,positive,2,1,3,2
110443648988755_1201747156525060,neutre,3,1,3,2
110443648988755_1202738906425885,negative,0,0,0,3
110443648988755_1202738906425885,positive,3,0,0,3
110443648988755_1202738906425885,neutre,0,0,0,3
110443648988755_1202802919752817,negative,3,3,8,3
110443648988755_1202802919752817,positive,3,3,8,3
110443648988755_1202802919752817,neutre,8,3,8,3
110443648988755_1206427449390364,negative,2,2,8,5
110443648988755_1206427449390364,positive,5,2,8,5
110443648988755_1206427449390364,neutre,8,2,8,5
110443648988755_1206430696056706,negative,5,5,56,35
110443648988755_1206430696056706,positive,35,5,56,35
110443648988755_1206430696056706,neutre,56,5,56,35
110443648988755_1206467239386385,negative,10,10,11,14
110443648988755_1206467239386385,positive,14,10,11,14
110443648988755_1206467239386385,neutre,11,10,11,14
110443648988755_1206468126052963,negative,1,1,65,18
110443648988755_1206468126052963,positive,18,1,65,18
110443648988755_1206468126052963,neutre,65,1,65,18
110443648988755_1206915886008187,negative,4,4,4,25
110443648988755_1206915886008187,positive,25,4,4,25
110443648988755_1206915886008187,neutre,4,4,4,25
110443648988755_1206977872668655,negative,1,1,7,5
110443648988755_1206977872668655,positive,5,1,7,5
110443648988755_1206977872668655,neutre,7,1,7,5
110443648988755_1206979686001807,negative,0,0,1,0
110443648988755_1206979686001807,positive,0,0,1,0
110443648988755_1206979686001807,neutre,1,0,1,0
110443648988755_1207555765944199,negative,0,0,3,2
110443648988755_1207555765944199,positive,2,0,3,2
110443648988755_1207555765944199,neutre,3,0,3,2
110443648988755_1207601719272937,negative,0,0,2,1
110443648988755_1207601719272937,positive,1,0,2,1
110443648988755_1207601719272937,neutre,2,0,2,1
110443648988755_1208163382550104,negative,0,0,0,3
110443648988755_1208163382550104,positive,3,0,0,3
110443648988755_1208163382550104,neutre,0,0,0,3
110443648988755_1208325295867246,negative,0,0,1,1
110443648988755_1208325295867246,positive,1,0,1,1
110443648988755_1208325295867246,neutre,1,0,1,1
110443648988755_1208781542488288,negative,0,0,1,2
110443648988755_1208781542488288,positive,2,0,1,2
110443648988755_1208781542488288,neutre,1,0,1,2
110443648988755_1211690525530723,negative,0,0,1,0
110443648988755_1211690525530723,positive,0,0,1,0
110443648988755_1211690525530723,neutre,1,0,1,0
110443648988755_1212214508811658,negative,1,1,0,0
110443648988755_1212214508811658,positive,0,1,0,0
110443648988755_1212214508811658,neutre,0,1,0,0
110443648988755_1212226518810457,negative,0,0,10,1
110443648988755_1212226518810457,positive,1,0,10,1
110443648988755_1212226518810457,neutre,10,0,10,1
110443648988755_1212274398805669,negative,1,1,4,7
110443648988755_1212274398805669,positive,7,1,4,7
110443648988755_1212274398805669,neutre,4,1,4,7
110443648988755_1212411598791949,negative,1,1,0,0
110443648988755_1212411598791949,positive,0,1,0,0
110443648988755_1212411598791949,neutre,0,1,0,0
110443648988755_1218693578163751,negative,0,0,10,9
110443648988755_1218693578163751,positive,9,0,10,9
110443648988755_1218693578163751,neutre,10,0,10,9
110443648988755_1218693991497043,negative,0,0,0,1
110443648988755_1218693991497043,positive,1,0,0,1
110443648988755_1218693991497043,neutre,0,0,0,1
110443648988755_1220753061291136,negative,3,3,5,3
110443648988755_1220753061291136,positive,3,3,5,3
110443648988755_1220753061291136,neutre,5,3,5,3
110443648988755_1220845844615191,negative,0,0,0,1
110443648988755_1220845844615191,positive,1,0,0,1
110443648988755_1220845844615191,neutre,0,0,0,1
110443648988755_1221371987895910,negative,0,0,3,1
110443648988755_1221371987895910,positive,1,0,3,1
110443648988755_1221371987895910,neutre,3,0,3,1
110443648988755_1222916787741430,negative,0,0,0,1
110443648988755_1222916787741430,positive,1,0,0,1
110443648988755_1222916787741430,neutre,0,0,0,1
110443648988755_1223135471052895,negative,1,1,3,1
110443648988755_1223135471052895,positive,1,1,3,1
110443648988755_1223135471052895,neutre,3,1,3,1
110443648988755_1223779807655128,negative,1,1,3,2
110443648988755_1223779807655128,positive,2,1,3,2
110443648988755_1223779807655128,neutre,3,1,3,2
110443648988755_1223872167645892,negative,1,1,4,1
110443648988755_1223872167645892,positive,1,1,4,1
110443648988755_1223872167645892,neutre,4,1,4,1
110443648988755_1223907670975675,negative,2,2,2,0
110443648988755_1223907670975675,positive,0,2,2,0
110443648988755_1223907670975675,neutre,2,2,2,0
110443648988755_1223911297641979,negative,0,0,2,0
110443648988755_1223911297641979,positive,0,0,2,0
110443648988755_1223911297641979,neutre,2,0,2,0
110443648988755_1223918377641271,negative,0,0,3,1
110443648988755_1223918377641271,positive,1,0,3,1
110443648988755_1223918377641271,neutre,3,0,3,1
110443648988755_1223922644307511,negative,0,0,1,0
110443648988755_1223922644307511,positive,0,0,1,0
110443648988755_1223922644307511,neutre,1,0,1,0
110443648988755_1223935460972896,negative,0,0,0,1
110443648988755_1223935460972896,positive,1,0,0,1
110443648988755_1223935460972896,neutre,0,0,0,1
110443648988755_1223937040972738,negative,0,0,1,1
110443648988755_1223937040972738,positive,1,0,1,1
110443648988755_1223937040972738,neutre,1,0,1,1
110443648988755_1223941437638965,negative,0,0,3,1
110443648988755_1223941437638965,positive,1,0,3,1
110443648988755_1223941437638965,neutre,3,0,3,1
110443648988755_1223942824305493,negative,4,4,11,10
110443648988755_1223942824305493,positive,10,4,11,10
110443648988755_1223942824305493,neutre,11,4,11,10
110443648988755_1223946327638476,negative,0,0,1,2
110443648988755_1223946327638476,positive,2,0,1,2
110443648988755_1223946327638476,neutre,1,0,1,2
110443648988755_1223950304304745,negative,0,0,1,2
110443648988755_1223950304304745,positive,2,0,1,2
110443648988755_1223950304304745,neutre,1,0,1,2
110443648988755_1223952447637864,negative,0,0,1,0
110443648988755_1223952447637864,positive,0,0,1,0
110443648988755_1223952447637864,neutre,1,0,1,0
110443648988755_1223953284304447,negative,1,1,1,0
110443648988755_1223953284304447,positive,0,1,1,0
110443648988755_1223953284304447,neutre,1,1,1,0
110443648988755_1223958037637305,negative,1,1,5,8
110443648988755_1223958037637305,positive,8,1,5,8
110443648988755_1223958037637305,neutre,5,1,5,8
110443648988755_1224059420960500,negative,0,0,1,0
110443648988755_1224059420960500,positive,0,0,1,0
110443648988755_1224059420960500,neutre,1,0,1,0
110443648988755_1224063680960074,negative,0,0,1,1
110443648988755_1224063680960074,positive,1,0,1,1
110443648988755_1224063680960074,neutre,1,0,1,1
110443648988755_1224072937625815,negative,1,1,4,3
110443648988755_1224072937625815,positive,3,1,4,3
110443648988755_1224072937625815,neutre,4,1,4,3
110443648988755_1224782044221571,negative,0,0,4,0
110443648988755_1224782044221571,positive,0,0,4,0
110443648988755_1224782044221571,neutre,4,0,4,0
110443648988755_1225345614165214,negative,0,0,0,2
110443648988755_1225345614165214,positive,2,0,0,2
110443648988755_1225345614165214,neutre,0,0,0,2
110443648988755_1225880154111760,negative,1,1,1,1
110443648988755_1225880154111760,positive,1,1,1,1
110443648988755_1225880154111760,neutre,1,1,1,1
110443648988755_1226075107425598,negative,1,1,5,10
110443648988755_1226075107425598,positive,10,1,5,10
110443648988755_1226075107425598,neutre,5,1,5,10
110443648988755_1226594560706986,negative,0,0,1,1
110443648988755_1226594560706986,positive,1,0,1,1
110443648988755_1226594560706986,neutre,1,0,1,1
110443648988755_1226617470704695,negative,0,0,5,9
110443648988755_1226617470704695,positive,9,0,5,9
110443648988755_1226617470704695,neutre,5,0,5,9
110443648988755_1227351773964598,negative,0,0,2,1
110443648988755_1227351773964598,positive,1,0,2,1
110443648988755_1227351773964598,neutre,2,0,2,1
110443648988755_1228146220551820,negative,1,1,1,0
110443648988755_1228146220551820,positive,0,1,1,0
110443648988755_1228146220551820,neutre,1,1,1,0
110443648988755_1228232993876476,negative,0,0,4,0
110443648988755_1228232993876476,positive,0,0,4,0
110443648988755_1228232993876476,neutre,4,0,4,0
110443648988755_1228366140529828,negative,2,2,16,3
110443648988755_1228366140529828,positive,3,2,16,3
110443648988755_1228366140529828,neutre,16,2,16,3
110443648988755_1228370097196099,negative,1,1,16,7
110443648988755_1228370097196099,positive,7,1,16,7
110443648988755_1228370097196099,neutre,16,1,16,7
110443648988755_1229059577127151,negative,1,1,7,6
110443648988755_1229059577127151,positive,6,1,7,6
110443648988755_1229059577127151,neutre,7,1,7,6
110443648988755_1232999233399852,negative,0,0,9,4
110443648988755_1232999233399852,positive,4,0,9,4
110443648988755_1232999233399852,neutre,9,0,9,4
110443648988755_1233154060051036,negative,1,1,3,3
110443648988755_1233154060051036,positive,3,1,3,3
110443648988755_1233154060051036,neutre,3,1,3,3
110443648988755_1233803153319460,negative,1,1,3,10
110443648988755_1233803153319460,positive,10,1,3,10
110443648988755_1233803153319460,neutre,3,1,3,10
110443648988755_1233959529970489,negative,0,0,4,1
110443648988755_1233959529970489,positive,1,0,4,1
110443648988755_1233959529970489,neutre,4,0,4,1
110443648988755_1234091949957247,negative,0,0,2,0
110443648988755_1234091949957247,positive,0,0,2,0
110443648988755_1234091949957247,neutre,2,0,2,0
110443648988755_1234097523290023,negative,0,0,1,2
110443648988755_1234097523290023,positive,2,0,1,2
110443648988755_1234097523290023,neutre,1,0,1,2
110443648988755_1234104959955946,negative,0,0,1,2
110443648988755_1234104959955946,positive,2,0,1,2
110443648988755_1234104959955946,neutre,1,0,1,2
110443648988755_1234117496621359,negative,0,0,1,1
110443648988755_1234117496621359,positive,1,0,1,1
110443648988755_1234117496621359,neutre,1,0,1,1
110443648988755_1234123359954106,negative,0,0,1,0
110443648988755_1234123359954106,positive,0,0,1,0
110443648988755_1234123359954106,neutre,1,0,1,0
110443648988755_1234133556619753,negative,0,0,1,0
110443648988755_1234133556619753,positive,0,0,1,0
110443648988755_1234133556619753,neutre,1,0,1,0
110443648988755_1234141579952284,negative,1,1,1,0
110443648988755_1234141579952284,positive,0,1,1,0
110443648988755_1234141579952284,neutre,1,1,1,0
110443648988755_1234152319951210,negative,0,0,3,0
110443648988755_1234152319951210,positive,0,0,3,0
110443648988755_1234152319951210,neutre,3,0,3,0
110443648988755_1234170296616079,negative,2,2,3,10
110443648988755_1234170296616079,positive,10,2,3,10
110443648988755_1234170296616079,neutre,3,2,3,10
110443648988755_1234754246557684,negative,1,1,1,1
110443648988755_1234754246557684,positive,1,1,1,1
110443648988755_1234754246557684,neutre,1,1,1,1
110443648988755_1238224479543994,negative,0,0,2,1
110443648988755_1238224479543994,positive,1,0,2,1
110443648988755_1238224479543994,neutre,2,0,2,1
110443648988755_1238262292873546,negative,0,0,2,1
110443648988755_1238262292873546,positive,1,0,2,1
110443648988755_1238262292873546,neutre,2,0,2,1
110443648988755_1238904402809335,negative,0,0,2,2
110443648988755_1238904402809335,positive,2,0,2,2
110443648988755_1238904402809335,neutre,2,0,2,2
110443648988755_1239949612704814,negative,1,1,2,2
110443648988755_1239949612704814,positive,2,1,2,2
110443648988755_1239949612704814,neutre,2,1,2,2
110443648988755_1240558492643926,negative,0,0,1,1
110443648988755_1240558492643926,positive,1,0,1,1
110443648988755_1240558492643926,neutre,1,0,1,1
110443648988755_1240706512629124,negative,0,0,1,0
110443648988755_1240706512629124,positive,0,0,1,0
110443648988755_1240706512629124,neutre,1,0,1,0
110443648988755_1240803889286053,negative,5,5,14,14
110443648988755_1240803889286053,positive,14,5,14,14
110443648988755_1240803889286053,neutre,14,5,14,14
110443648988755_1241838469182595,negative,0,0,3,0
110443648988755_1241838469182595,positive,0,0,3,0
110443648988755_1241838469182595,neutre,3,0,3,0
110443648988755_1241841179182324,negative,0,0,1,0
110443648988755_1241841179182324,positive,0,0,1,0
110443648988755_1241841179182324,neutre,1,0,1,0
110443648988755_1241862262513549,negative,0,0,2,0
110443648988755_1241862262513549,positive,0,0,2,0
